地块名称,地块类型,年份,季节,作物编号,作物名称,种植面积(亩),播种月,收获月
D7,水浇地,2026,1,22,茄子,7.6,3,6
D7,水浇地,2026,2,17,豇豆,22.0,7,10
D7,水浇地,2027,1,29,黄瓜,22.0,3,6
D7,水浇地,2027,2,17,豇豆,1.12,7,10
D7,水浇地,2027,2,29,黄瓜,20.88,7,10
D7,水浇地,2028,1,17,豇豆,10.68,3,6
D7,水浇地,2028,1,22,茄子,6.92,3,6
D7,水浇地,2028,1,29,黄瓜,4.4,3,6
D7,水浇地,2028,2,17,豇豆,1.83,7,10
D7,水浇地,2028,2,29,黄瓜,20.17,7,10
D7,水浇地,2029,1,29,黄瓜,22.0,3,6
D7,水浇地,2029,2,29,黄瓜,22.0,7,10
D7,水浇地,2030,1,29,黄瓜,22.0,3,6
D7,水浇地,2030,2,29,黄瓜,22.0,7,10
D8,水浇地,2024,1,29,黄瓜,20.0,3,6
D8,水浇地,2024,2,26,包菜,0.87,7,10
D8,水浇地,2024,2,29,黄瓜,18.24,7,10
D8,水浇地,2024,2,30,生菜 ,0.31,7,10
D8,水浇地,2024,2,33,黄心菜,0.28,7,10
D8,水浇地,2024,2,34,芹菜,0.3,7,10
D8,水浇地,2025,1,17,豇豆,11.1,3,6
D8,水浇地,2025,1,32,空心菜,8.61,3,6
D8,水浇地,2025,1,34,芹菜,0.29,3,6
D8,水浇地,2025,2,32,空心菜,19.72,7,10
D8,水浇地,2025,2,33,黄心菜,0.28,7,10
D8,水浇地,2026,1,17,豇豆,20.0,3,6
D8,水浇地,2026,2,17,豇豆,10.11,7,10
D8,水浇地,2026,2,26,包菜,0.84,7,10
D8,水浇地,2026,2,27,油麦菜,0.82,7,10
D8,水浇地,2026,2,30,生菜 ,0.57,7,10
D8,水浇地,2026,2,32,空心菜,7.12,7,10
D8,水浇地,2026,2,33,黄心菜,0.28,7,10
D8,水浇地,2026,2,34,芹菜,0.26,7,10
D8,水浇地,2027,1,17,豇豆,5.04,3,6
D8,水浇地,2027,1,18,刀豆,9.75,3,6
D8,水浇地,2027,1,27,油麦菜,0.84,3,6
D8,水浇地,2027,1,29,黄瓜,4.0,3,6
D8,水浇地,2027,1,32,空心菜,0.38,3,6
D8,水浇地,2027,2,22,茄子,1.63,7,10
D8,水浇地,2027,2,26,包菜,0.89,7,10
D8,水浇地,2027,2,29,黄瓜,16.35,7,10
D8,水浇地,2027,2,30,生菜 ,0.55,7,10
D8,水浇地,2027,2,33,黄心菜,0.29,7,10
D8,水浇地,2027,2,34,芹菜,0.28,7,10
D8,水浇地,2028,1,29,黄瓜,20.0,3,6
D8,水浇地,2028,2,26,包菜,0.85,7,10
D8,水浇地,2028,2,27,油麦菜,0.8,7,10
D8,水浇地,2028,2,29,黄瓜,17.26,7,10
D8,水浇地,2028,2,30,生菜 ,0.54,7,10
D8,水浇地,2028,2,33,黄心菜,0.27,7,10
D8,水浇地,2028,2,34,芹菜,0.28,7,10
D8,水浇地,2029,1,29,黄瓜,20.0,3,6
D8,水浇地,2029,2,22,茄子,6.76,7,10
D8,水浇地,2029,2,26,包菜,0.77,7,10
D8,水浇地,2029,2,29,黄瓜,12.14,7,10
D8,水浇地,2029,2,32,空心菜,0.32,7,10
D8,水浇地,2030,1,29,黄瓜,20.0,3,6
D8,水浇地,2030,2,29,黄瓜,20.0,7,10
E1,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E1,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E1,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E1,普通大棚,2025,2,41,羊肚菌,0.6,7,10
E1,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E1,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E1,普通大棚,2027,1,38,榆黄菇,0.38,3,6
E1,普通大棚,2027,1,40,白灵菇,0.22,3,6
E1,普通大棚,2027,2,38,榆黄菇,0.12,7,10
E1,普通大棚,2027,2,41,羊肚菌,0.48,7,10
E1,普通大棚,2028,1,38,榆黄菇,0.34,3,6
E1,普通大棚,2028,1,40,白灵菇,0.26,3,6
E1,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E1,普通大棚,2029,1,17,豇豆,0.6,3,6
E1,普通大棚,2029,2,17,豇豆,0.6,7,10
E1,普通大棚,2030,1,17,豇豆,0.48,3,6
E1,普通大棚,2030,1,29,黄瓜,0.12,3,6
E1,普通大棚,2030,2,38,榆黄菇,0.6,7,10
E10,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E10,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E10,普通大棚,2025,1,38,榆黄菇,0.12,3,6
E10,普通大棚,2025,1,41,羊肚菌,0.48,3,6
E10,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E10,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E10,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E10,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E10,普通大棚,2027,2,38,榆黄菇,0.12,7,10
E10,普通大棚,2027,2,40,白灵菇,0.48,7,10
E10,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E10,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E10,普通大棚,2029,1,17,豇豆,0.6,3,6
E10,普通大棚,2029,2,17,豇豆,0.48,7,10
E10,普通大棚,2029,2,40,白灵菇,0.12,7,10
E10,普通大棚,2030,1,29,黄瓜,0.6,3,6
E10,普通大棚,2030,2,17,豇豆,0.6,7,10
E11,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E11,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E11,普通大棚,2025,1,38,榆黄菇,0.12,3,6
E11,普通大棚,2025,1,41,羊肚菌,0.48,3,6
E11,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E11,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E11,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E11,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E11,普通大棚,2027,2,40,白灵菇,0.6,7,10
E11,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E11,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E11,普通大棚,2029,1,17,豇豆,0.6,3,6
E11,普通大棚,2029,2,40,白灵菇,0.6,7,10
E11,普通大棚,2030,1,17,豇豆,0.6,3,6
E11,普通大棚,2030,2,17,豇豆,0.48,7,10
E11,普通大棚,2030,2,38,榆黄菇,0.12,7,10
E12,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E12,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E12,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E12,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E12,普通大棚,2026,1,38,榆黄菇,0.3,3,6
E12,普通大棚,2026,1,40,白灵菇,0.3,3,6
E12,普通大棚,2026,2,38,榆黄菇,0.12,7,10
E12,普通大棚,2026,2,40,白灵菇,0.48,7,10
E12,普通大棚,2027,1,38,榆黄菇,0.42,3,6
E12,普通大棚,2027,1,41,羊肚菌,0.18,3,6
E12,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E12,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E12,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E12,普通大棚,2029,1,29,黄瓜,0.6,3,6
E12,普通大棚,2029,2,17,豇豆,0.6,7,10
E12,普通大棚,2030,1,17,豇豆,0.48,3,6
E12,普通大棚,2030,1,29,黄瓜,0.12,3,6
E12,普通大棚,2030,2,17,豇豆,0.6,7,10
E13,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E13,普通大棚,2024,2,38,榆黄菇,0.12,7,10
E13,普通大棚,2024,2,40,白灵菇,0.48,7,10
E13,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E13,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E13,普通大棚,2026,1,38,榆黄菇,0.38,3,6
E13,普通大棚,2026,1,41,羊肚菌,0.22,3,6
E13,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E13,普通大棚,2027,1,38,榆黄菇,0.22,3,6
E13,普通大棚,2027,1,41,羊肚菌,0.38,3,6
E13,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E13,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E13,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E13,普通大棚,2029,1,40,白灵菇,0.6,3,6
E13,普通大棚,2029,2,17,豇豆,0.6,7,10
E13,普通大棚,2030,1,19,芸豆,0.48,3,6
E13,普通大棚,2030,1,38,榆黄菇,0.12,3,6
E13,普通大棚,2030,2,19,芸豆,0.6,7,10
E14,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E14,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E14,普通大棚,2025,1,38,榆黄菇,0.12,3,6
E14,普通大棚,2025,1,41,羊肚菌,0.48,3,6
E14,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E14,普通大棚,2026,1,41,羊肚菌,0.6,3,6
E14,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E14,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E14,普通大棚,2027,2,38,榆黄菇,0.12,7,10
E14,普通大棚,2027,2,41,羊肚菌,0.48,7,10
E14,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E14,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E14,普通大棚,2029,1,17,豇豆,0.48,3,6
E14,普通大棚,2029,1,29,黄瓜,0.12,3,6
E14,普通大棚,2029,2,17,豇豆,0.6,7,10
E14,普通大棚,2030,1,38,榆黄菇,0.6,3,6
E14,普通大棚,2030,2,17,豇豆,0.6,7,10
E15,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E15,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E15,普通大棚,2025,1,38,榆黄菇,0.12,3,6
E15,普通大棚,2025,1,40,白灵菇,0.48,3,6
E15,普通大棚,2025,2,38,榆黄菇,0.09,7,10
E15,普通大棚,2025,2,40,白灵菇,0.51,7,10
E15,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E15,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E15,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E15,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E15,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E15,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E15,普通大棚,2029,1,17,豇豆,0.6,3,6
E15,普通大棚,2029,2,29,黄瓜,0.6,7,10
E15,普通大棚,2030,1,17,豇豆,0.6,3,6
E15,普通大棚,2030,2,19,芸豆,0.48,7,10
E15,普通大棚,2030,2,29,黄瓜,0.09,7,10
E15,普通大棚,2030,2,38,榆黄菇,0.03,7,10
E16,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E16,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E16,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E16,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E16,普通大棚,2026,1,38,榆黄菇,0.41,3,6
E16,普通大棚,2026,1,40,白灵菇,0.19,3,6
E16,普通大棚,2026,2,41,羊肚菌,0.6,7,10
E16,普通大棚,2027,1,40,白灵菇,0.6,3,6
E16,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E16,普通大棚,2028,1,38,榆黄菇,0.5,3,6
E16,普通大棚,2028,1,40,白灵菇,0.1,3,6
E16,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E16,普通大棚,2029,1,29,黄瓜,0.19,3,6
E16,普通大棚,2029,1,38,榆黄菇,0.41,3,6
E16,普通大棚,2029,2,17,豇豆,0.6,7,10
E16,普通大棚,2030,1,17,豇豆,0.6,3,6
E16,普通大棚,2030,2,17,豇豆,0.48,7,10
E16,普通大棚,2030,2,38,榆黄菇,0.12,7,10
E2,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E2,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E2,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E2,普通大棚,2025,2,38,榆黄菇,0.12,7,10
E2,普通大棚,2025,2,41,羊肚菌,0.48,7,10
E2,普通大棚,2026,1,41,羊肚菌,0.6,3,6
E2,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E2,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E2,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E2,普通大棚,2028,1,40,白灵菇,0.6,3,6
E2,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E2,普通大棚,2029,1,38,榆黄菇,0.6,3,6
E2,普通大棚,2029,2,17,豇豆,0.6,7,10
E2,普通大棚,2030,1,17,豇豆,0.48,3,6
E2,普通大棚,2030,1,38,榆黄菇,0.12,3,6
E2,普通大棚,2030,2,17,豇豆,0.6,7,10
E3,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E3,普通大棚,2024,2,38,榆黄菇,0.11,7,10
E3,普通大棚,2024,2,40,白灵菇,0.49,7,10
E3,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E3,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E3,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E3,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E3,普通大棚,2027,1,38,榆黄菇,0.01,3,6
E3,普通大棚,2027,1,41,羊肚菌,0.59,3,6
E3,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E3,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E3,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E3,普通大棚,2029,1,17,豇豆,0.49,3,6
E3,普通大棚,2029,1,38,榆黄菇,0.11,3,6
E3,普通大棚,2029,2,17,豇豆,0.6,7,10
E3,普通大棚,2030,1,40,白灵菇,0.6,3,6
E3,普通大棚,2030,2,17,豇豆,0.59,7,10
E3,普通大棚,2030,2,38,榆黄菇,0.01,7,10
E4,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E4,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E4,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E4,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E4,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E4,普通大棚,2026,2,41,羊肚菌,0.6,7,10
E4,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E4,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E4,普通大棚,2028,1,38,榆黄菇,0.12,3,6
E4,普通大棚,2028,1,40,白灵菇,0.48,3,6
E4,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E4,普通大棚,2029,1,17,豇豆,0.6,3,6
E4,普通大棚,2029,2,17,豇豆,0.48,7,10
E4,普通大棚,2029,2,38,榆黄菇,0.12,7,10
E4,普通大棚,2030,1,17,豇豆,0.6,3,6
E4,普通大棚,2030,2,40,白灵菇,0.6,7,10
E5,普通大棚,2024,1,40,白灵菇,0.6,3,6
E5,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E5,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E5,普通大棚,2025,2,38,榆黄菇,0.12,7,10
E5,普通大棚,2025,2,40,白灵菇,0.48,7,10
E5,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E5,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E5,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E5,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E5,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E5,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E5,普通大棚,2029,1,17,豇豆,0.03,3,6
E5,普通大棚,2029,1,19,芸豆,0.26,3,6
E5,普通大棚,2029,1,29,黄瓜,0.19,3,6
E5,普通大棚,2029,1,38,榆黄菇,0.12,3,6
E5,普通大棚,2029,2,19,芸豆,0.6,7,10
E5,普通大棚,2030,1,17,豇豆,0.19,3,6
E5,普通大棚,2030,1,29,黄瓜,0.41,3,6
E5,普通大棚,2030,2,17,豇豆,0.6,7,10
E6,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E6,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E6,普通大棚,2025,1,40,白灵菇,0.6,3,6
E6,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E6,普通大棚,2026,1,38,榆黄菇,0.6,3,6
E6,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E6,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E6,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E6,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E6,普通大棚,2028,2,38,榆黄菇,0.12,7,10
E6,普通大棚,2028,2,40,白灵菇,0.48,7,10
E6,普通大棚,2029,1,17,豇豆,0.6,3,6
E6,普通大棚,2029,2,17,豇豆,0.6,7,10
E6,普通大棚,2030,1,29,黄瓜,0.48,3,6
E6,普通大棚,2030,1,38,榆黄菇,0.12,3,6
E6,普通大棚,2030,2,17,豇豆,0.48,7,10
E6,普通大棚,2030,2,40,白灵菇,0.12,7,10
E7,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E7,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E7,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E7,普通大棚,2025,2,41,羊肚菌,0.6,7,10
E7,普通大棚,2026,1,40,白灵菇,0.6,3,6
E7,普通大棚,2026,2,38,榆黄菇,0.21,7,10
E7,普通大棚,2026,2,41,羊肚菌,0.39,7,10
E7,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E7,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E7,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E7,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E7,普通大棚,2029,1,19,芸豆,0.5,3,6
E7,普通大棚,2029,1,40,白灵菇,0.1,3,6
E7,普通大棚,2029,2,17,豇豆,0.1,7,10
E7,普通大棚,2029,2,38,榆黄菇,0.5,7,10
E7,普通大棚,2030,1,17,豇豆,0.29,3,6
E7,普通大棚,2030,1,19,芸豆,0.19,3,6
E7,普通大棚,2030,1,38,榆黄菇,0.12,3,6
E7,普通大棚,2030,2,17,豇豆,0.6,7,10
E8,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E8,普通大棚,2024,2,38,榆黄菇,0.6,7,10
E8,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E8,普通大棚,2025,2,41,羊肚菌,0.6,7,10
E8,普通大棚,2026,1,41,羊肚菌,0.6,3,6
E8,普通大棚,2026,2,38,榆黄菇,0.6,7,10
E8,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E8,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E8,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E8,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E8,普通大棚,2029,1,38,榆黄菇,0.12,3,6
E8,普通大棚,2029,1,40,白灵菇,0.48,3,6
E8,普通大棚,2029,2,17,豇豆,0.48,7,10
E8,普通大棚,2029,2,38,榆黄菇,0.12,7,10
E8,普通大棚,2030,1,17,豇豆,0.6,3,6
E8,普通大棚,2030,2,17,豇豆,0.6,7,10
E9,普通大棚,2024,1,38,榆黄菇,0.6,3,6
E9,普通大棚,2024,2,38,榆黄菇,0.2,7,10
E9,普通大棚,2024,2,40,白灵菇,0.4,7,10
E9,普通大棚,2025,1,38,榆黄菇,0.6,3,6
E9,普通大棚,2025,2,38,榆黄菇,0.6,7,10
E9,普通大棚,2026,1,38,榆黄菇,0.12,3,6
E9,普通大棚,2026,1,40,白灵菇,0.48,3,6
E9,普通大棚,2026,2,38,榆黄菇,0.52,7,10
E9,普通大棚,2026,2,41,羊肚菌,0.08,7,10
E9,普通大棚,2027,1,38,榆黄菇,0.6,3,6
E9,普通大棚,2027,2,38,榆黄菇,0.6,7,10
E9,普通大棚,2028,1,38,榆黄菇,0.6,3,6
E9,普通大棚,2028,2,38,榆黄菇,0.6,7,10
E9,普通大棚,2029,1,19,芸豆,0.39,3,6
E9,普通大棚,2029,1,40,白灵菇,0.21,3,6
E9,普通大棚,2029,2,17,豇豆,0.6,7,10
E9,普通大棚,2030,1,19,芸豆,0.09,3,6
E9,普通大棚,2030,1,40,白灵菇,0.51,3,6
E9,普通大棚,2030,2,17,豇豆,0.6,7,10
F1,智慧大棚,2024,1,22,茄子,0.48,3,6
F1,智慧大棚,2024,1,29,黄瓜,0.12,3,6
F1,智慧大棚,2024,2,29,黄瓜,0.6,7,10
F1,智慧大棚,2025,1,22,茄子,0.57,3,6
F1,智慧大棚,2025,1,30,生菜 ,0.03,3,6
F1,智慧大棚,2025,2,22,茄子,0.6,7,10
F1,智慧大棚,2026,1,17,豇豆,0.6,3,6
F1,智慧大棚,2026,2,17,豇豆,0.6,7,10
F1,智慧大棚,2027,1,29,黄瓜,0.6,3,6
F1,智慧大棚,2027,2,17,豇豆,0.48,7,10
F1,智慧大棚,2027,2,29,黄瓜,0.12,7,10
F1,智慧大棚,2028,1,29,黄瓜,0.6,3,6
F1,智慧大棚,2028,2,29,黄瓜,0.6,7,10
F1,智慧大棚,2029,1,29,黄瓜,0.6,3,6
F1,智慧大棚,2029,2,29,黄瓜,0.6,7,10
F1,智慧大棚,2030,1,29,黄瓜,0.6,3,6
F1,智慧大棚,2030,2,29,黄瓜,0.6,7,10
F2,智慧大棚,2024,1,22,茄子,0.48,3,6
F2,智慧大棚,2024,1,29,黄瓜,0.12,3,6
F2,智慧大棚,2024,2,22,茄子,0.48,7,10
F2,智慧大棚,2024,2,29,黄瓜,0.12,7,10
F2,智慧大棚,2025,1,26,包菜,0.07,3,6
F2,智慧大棚,2025,1,30,生菜 ,0.53,3,6
F2,智慧大棚,2025,2,17,豇豆,0.48,7,10
F2,智慧大棚,2025,2,22,茄子,0.12,7,10
F2,智慧大棚,2026,1,17,豇豆,0.6,3,6
F2,智慧大棚,2026,2,17,豇豆,0.6,7,10
F2,智慧大棚,2027,1,29,黄瓜,0.6,3,6
F2,智慧大棚,2027,2,29,黄瓜,0.6,7,10
F2,智慧大棚,2028,1,29,黄瓜,0.6,3,6
F2,智慧大棚,2028,2,29,黄瓜,0.6,7,10
F2,智慧大棚,2029,1,29,黄瓜,0.6,3,6
F2,智慧大棚,2029,2,29,黄瓜,0.6,7,10
F2,智慧大棚,2030,1,29,黄瓜,0.6,3,6
F2,智慧大棚,2030,2,29,黄瓜,0.6,7,10
F3,智慧大棚,2024,1,29,黄瓜,0.6,3,6
F3,智慧大棚,2024,2,22,茄子,0.48,7,10
F3,智慧大棚,2024,2,29,黄瓜,0.12,7,10
F3,智慧大棚,2025,1,22,茄子,0.6,3,6
F3,智慧大棚,2025,2,22,茄子,0.6,7,10
F3,智慧大棚,2026,1,17,豇豆,0.6,3,6
F3,智慧大棚,2026,2,17,豇豆,0.6,7,10
F3,智慧大棚,2027,1,17,豇豆,0.48,3,6
F3,智慧大棚,2027,1,29,黄瓜,0.12,3,6
F3,智慧大棚,2027,2,29,黄瓜,0.6,7,10
F3,智慧大棚,2028,1,29,黄瓜,0.6,3,6
F3,智慧大棚,2028,2,29,黄瓜,0.6,7,10
F3,智慧大棚,2029,1,29,黄瓜,0.6,3,6
F3,智慧大棚,2029,2,29,黄瓜,0.6,7,10
F3,智慧大棚,2030,1,29,黄瓜,0.6,3,6
F3,智慧大棚,2030,2,29,黄瓜,0.6,7,10
F4,智慧大棚,2024,1,29,黄瓜,0.6,3,6
F4,智慧大棚,2024,2,29,黄瓜,0.6,7,10
F4,智慧大棚,2025,1,32,空心菜,0.6,3,6
F4,智慧大棚,2025,2,22,茄子,0.6,7,10
F4,智慧大棚,2026,1,17,豇豆,0.6,3,6
F4,智慧大棚,2026,2,17,豇豆,0.6,7,10
F4,智慧大棚,2027,1,17,豇豆,0.48,3,6
F4,智慧大棚,2027,1,29,黄瓜,0.12,3,6
F4,智慧大棚,2027,2,29,黄瓜,0.6,7,10
F4,智慧大棚,2028,1,29,黄瓜,0.6,3,6
F4,智慧大棚,2028,2,22,茄子,0.48,7,10
F4,智慧大棚,2028,2,29,黄瓜,0.12,7,10
F4,智慧大棚,2029,1,29,黄瓜,0.6,3,6
F4,智慧大棚,2029,2,29,黄瓜,0.6,7,10
F4,智慧大棚,2030,1,29,黄瓜,0.6,3,6
F4,智慧大棚,2030,2,29,黄瓜,0.6,7,10
